FileName,ResearchQuestion,Theme,Subject,Sentence,DominantTopic,TopicKeywords
A23,RQ3,Relationship with SWeBok,Software Engineering Process,Reactive Systems apply design principles so these properties apply at all levels of scale.,3,"design, principles, community, people, need, thinking, must, patterns"
A24,RQ1,Principles and Values,Process improvement,Energy awareness must become a standard competency of every ICT practitioner and a standard consideration for every decision maker and end user.,0,"systems, data, security, system, privacy, users, development, computing"
A24,RQ1,Main Guidelines,Address ethical and social issues,Making software development processes explicitly energy aware allows for stakeholders to be informed of the options chosen regarding the energy consumption of software.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A24,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,Experience tells that any quality that you address late in development tends to be treated superficially (or at great cost).,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A24,RQ3,Relationship with SWeBok,Software Engineering Process,Energy awareness should be engineered throughout the lifecycle.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A24,RQ3,Relationship with SWeBok,Software Quality,Software Quality Should Not Come at the Expense of Energy Awareness.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A25,RQ1,Principles and Values,Innovation,We argue that higher order mutants are potentially better able to simulate real faults and to reveal insights into bugs than the restricted class of first order mutants.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A25,RQ1,Principles and Values,Change,We seek to challenge the long–held belief that Higher Order Mutants are ‘too numerous and too coupled’ to be worthy of consideration.,0,"systems, data, security, system, privacy, users, development, computing"
A25,RQ1,Objective and Motivation,Solve existing problems and challenges,The First Order Mutants we are so used to generating cannot capture many of these; real faults are simply too complex and subtle to be denoted by a single syntactic change.,4,"process, mining, data, business, provides, bridge, modeling, important"
A25,RQ1,Main Guidelines,Promote collaboration and communication,We argue that the Mutation Testing community should de-couple itself from the belief that first order mutants are the only set of worthwhile mutants.,3,"design, principles, community, people, need, thinking, must, patterns"
A25,RQ1,Call to Action,Challenge the status quo,This paper has presented a polemic against this ‘First Order Restriction’ to which the community has been wedded for too long.,3,"design, principles, community, people, need, thinking, must, patterns"
